Country Name,"Series Name","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
Afghanistan,"Central government debt, total (% of GDP)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Afghanistan,"Mortality rate, infant (per 1,000 live births)","120.9","117.1","113.5","110.2","106.9","103.9","101","98.3","95.6","93.1","90.6","88","85.4","82.8","80.1","77.4","74.7","72","69.3","66.8","64.2","61.8","59.4","57.2","55","53","51.1","49.4","47.8","46.3","44.8","43.4","",""
Albania,"GDP per capita growth (annual %)","-11.187905298961","-27.5668208369982","-6.62255121235502","10.2299493531342","8.96976165855091","14.0244959298688","9.78017987930293","-10.3611049709411","9.51648443822282","13.6080691237129","7.63002243937019","9.31439713939355","4.85047533419143","5.9242115424577","5.9565695961824","6.06788243935723","6.57292298236362","6.78722893588666","8.3281084229243","4.05313986380152","4.22308382721044","2.82164245514005","1.58487281451019","1.18723435286199","1.98538809180384","2.51682705417127","3.48029321671386","3.89811226746693","4.27631155105293","2.52354084280566","-2.74523867757104","9.92271370805365","6.13901678987099",""
Albania,"Gini index","","","","","","","27","","","","","","31.7","","","30.6","","","30","","","","29","","34.6","32.8","33.7","33.1","30.1","30.1","29.4","","",""
Albania,"Net official development assistance and official aid received (current US$)","11050000.1907349","331950012.207031","409640014.648438","270679992.675781","163100006.103516","180600006.103516","226639999.389648","168229995.727539","268739990.234375","488179992.675781","317850006.103516","268529998.779297","307359985.351563","349309997.558594","300940002.441406","315079986.572266","324040008.544922","265720001.220703","344910003.662109","330730010.986328","365070007.324219","379480010.986328","349160003.662109","269980010.986328","281170013.427734","335160003.662109","171039993.286133","168350006.103516","344519989.013672","27069999.6948242","309579986.572266","633419982.910156","315510009.765625",""
Albania,"Population growth (annual %)","1.79908559333186","-0.602809679480026","-0.606434726201759","-0.610165792730247","-0.613880506929603","-0.617703658436963","-0.62151139901728","-0.625430096900055","-0.629334392525913","-0.63335227398725","-0.637356833943492","-0.93847042771206","-0.299876697084691","-0.374149169291299","-0.417931377925999","-0.511790116421897","-0.630911244851673","-0.75571875541991","-0.767342959142321","-0.673894046451936","-0.49646196338738","-0.269017331764615","-0.165151040121679","-0.183211384606402","-0.207046999760594","-0.291205786840436","-0.159880412127734","-0.0919722937442495","-0.246732042281782","-0.426007367032238","-0.574206959244013","-0.926918061639398","-1.21579032012532",""
Albania,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","","","","","","","","","","","","75.7340469360352","","","","","","","81.7339477539062","","","85.2262191772461","87.2148971557617","","","","","83.5595169067383","","","","","",""
Albania,"Poverty gap at $2.15 a day (2017 PPP) (%)","","","","","","","0.1","","","","","","0.2","","","0.1","","","0","","","","0.1","","0.1","0","0","0","0","0","0","","",""
Albania,"General government final consumption expenditure (current US$)","389249987.5","251527784.722222","139619502.215707","173511335.701164","275059004.738292","330850354.108795","302481316.624554","235969734.151329","276094734.056629","355118537.291818","337331814.899172","416760684.950578","492859483.01281","622787590.652833","805106330.34189","888246163.867772","936515671.626676","1118710228.94772","1336949990.25205","1338043119.82591","1330730183.98791","1414653368.29124","1336063344.64821","1408641841.56955","1514870022.75313","1265151722.70624","1336675997.34176","1497059888.47999","1710640286.72432","1747642735.67229","1796557752.41601","2135245681.99382","1925452600.58842",""
Albania,"Political Stability and Absence of Violence/Terrorism: Estimate","","","","","","","-0.336625128984451","","-0.544004201889038","","-0.539989590644836","","-0.297719180583954","-0.309780240058899","-0.427259683609009","-0.505047976970673","-0.508157312870026","-0.203974649310112","-0.0305009130388498","-0.0451405122876167","-0.191482901573181","-0.282379418611526","-0.143631592392921","0.0919297859072685","0.485986232757568","0.341639041900635","0.337447881698608","0.373769819736481","0.366642981767654","0.110049679875374","0.0885764509439468","0.196294024586678","0.114945493638515",""
Albania,"Control of Corruption: Estimate","","","","","","","-0.893903493881226","","-0.992024779319763","","-0.855563640594482","","-0.8453409075737","-0.853786587715149","-0.723731815814972","-0.813263893127441","-0.790545284748077","-0.706940054893494","-0.605212390422821","-0.545270919799805","-0.531616508960724","-0.701794147491455","-0.778729438781738","-0.750955939292908","-0.586141347885132","-0.544385254383087","-0.471469223499298","-0.480890601873398","-0.545840263366699","-0.563899636268616","-0.572924494743347","-0.576535522937775","-0.407875537872314",""
Albania,"Ease of doing business score (0 = lowest performance to 100 = best performance)","","","","","","","","","","","","","","","","","","","","","","","","","","58.07559","64.16093","66.8377","66.99561","67.74847","","","",""
Albania,"Central government debt, total (% of GDP)","","","","","","35.7569039092832","37.4810649631085","53.1078249689126","55.5657038623041","","","","","","","","","","","","","69.6376739165201","63.6691526405469","70.5807697920008","73.3202274771466","79.8644181475793","80.7355819675527","75.8887278169195","64.5703814218613","75.6984882494976","83.887494535694","82.3836112949451","",""
Albania,"Mortality rate, infant (per 1,000 live births)","35.4","34","32.8","31.7","30.6","29.6","28.6","27.5","26.4","25.2","24.1","22.9","21.7","20.4","19.1","17.8","16.5","15.3","14.1","12.9","11.9","10.9","10","9.3","8.8","8.5","8.4","8.3","8.3","8.4","8.4","8.4","",""
Algeria,"GDP per capita growth (annual %)","-1.68292794980542","-3.52816786244772","-0.538303712526769","-4.26893546208915","-2.96691420674064","1.82803697685721","2.28047201241705","-0.585445318575395","3.52432195672942","1.76686671865156","2.35458027083072","1.5924966142403","4.18516010017163","5.75804170624698","2.84249363853606","4.46524506291138","0.244873743065256","1.73036932785892","0.664881575080244","-0.208351662841849","1.69217010043643","0.964977573876638","1.41022666531447","0.797967812424986","1.76594122961416","1.64665726092011","1.16314757909788","-0.663171195012765","-0.707950480650311","-0.840856659456264","-6.72994164824063","1.70006376681854","1.53316323155349",""
Algeria,"Gini index","","","","","","35.3","","","","","","","","","","","","","","","","27.6","","","","","","","","","","","",""
Algeria,"Net official development assistance and official aid received (current US$)","331649993.896484","211169998.168945","374790008.544922","326309997.558594","295489990.234375","295739990.234375","306880004.882813","247889999.389648","419869995.117188","137979995.727539","199960006.713867","198860000.610352","186119995.117188","239240005.493164","316970001.220703","347380004.882813","240679992.675781","395010009.765625","324829986.572266","292170013.427734","201250000","193350006.103516","147320007.324219","203419998.168945","160619995.117188","71129997.253418","144539993.286133","174649993.896484","144610000.610352","172000000","209850006.103516","214449996.948242","214990005.493164",""
Algeria,"Population growth (annual %)","2.4940676377263","2.3846528039865","2.32375186283265","2.24036926865414","2.10774651269655","1.91804419938335","1.76331956063309","1.68115971162844","1.51057323725397","1.39842912410864","1.40229085828763","1.37593080261361","1.34886695233422","1.35423891111813","1.40727321515229","1.36408196251206","1.44113729642515","1.62790867702938","1.70897167476718","1.79590393152832","1.85870199052442","1.89839428094337","1.94310213435967","1.9667158178046","1.97904881035906","1.99994605069585","1.99343168879913","1.95700247075081","1.9033254281097","1.83944488568624","1.73245672803153","1.65770320084269","1.62833925417918",""
Algeria,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","","","","","","","","","","","","","","","","","46.5909004211426","","47.304988861084","","","","","","","","","","","45.0607986450195","","","",""
Algeria,"Poverty gap at $2.15 a day (2017 PPP) (%)","","","","","","1.1","","","","","","","","","","","","","","","","0.2","","","","","","","","","","","",""
Algeria,"General government final consumption expenditure (current US$)","9969290655.3921","6728784842.6409","7689110996.36725","8652665905.54622","7604432534.06642","7001278082.55705","7404710415.08699","7967795862.91509","8573526086.38376","8165423749.18089","7442697954.83889","8088569968.78885","8790545908.16735","10046153513.1964","11752555488.0198","11816631099.9184","13144009169.7594","15716052554.1041","22583573335.3153","22153109724.4655","27770789827.4329","41338878727.8073","42476696008.7052","40138242675.9264","41759267179.9409","35785694896.2083","33430925323.0266","32234079929.5382","30185998239.0829","31506392126.1568","27387503076.2726","28479007051.451","30192617731.719",""
Algeria,"Political Stability and Absence of Violence/Terrorism: Estimate","","","","","","","-1.78331053256989","","-1.87890470027924","","-1.43257737159729","","-1.63456511497498","-1.75440907478333","-1.35918843746185","-0.913666009902954","-1.1264134645462","-1.15058553218842","-1.09584629535675","-1.19691348075867","-1.25936758518219","-1.36056065559387","-1.32504332065582","-1.20237147808075","-1.19053518772125","-1.09078657627106","-1.09974193572998","-0.919614136219025","-0.842121779918671","-1.05582988262177","-0.847814321517944","-0.992437243461609","-0.741771519184113",""
Algeria,"Control of Corruption: Estimate","","","","","","","-0.566740930080414","","-0.916649281978607","","-0.987298190593719","","-0.928754985332489","-0.715244472026825","-0.699272692203522","-0.466420471668243","-0.564962565898895","-0.592309474945068","-0.633444845676422","-0.614938259124756","-0.552147269248962","-0.572699666023254","-0.521544516086578","-0.472622781991959","-0.61265641450882","-0.639073312282562","-0.67341673374176","-0.598509311676025","-0.658660113811493","-0.655895113945007","-0.66646021604538","-0.635657608509064","-0.637929856777191",""
Algeria,"Ease of doing business score (0 = lowest performance to 100 = best performance)","","","","","","","","","","","","","","","","","","","","","","","","","","44.2486","46.10981","46.22686","48.49803","48.59758","","","",""
Algeria,"Central government debt, total (% of GDP)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Algeria,"Mortality rate, infant (per 1,000 live births)","43.6","43.1","42.8","42.3","41.7","41","40","39","38","36.8","35.6","34.3","32.9","31.6","30.3","29","27.8","26.6","25.6","24.7","23.9","23.3","22.8","22.4","22","21.7","21.4","21","20.6","20.1","19.6","19.2","",""
American Samoa,"GDP per capita growth (annual %)","","","","","","","","","","","","","","1.37676078341285","0.958704603397948","0.238921012915611","-3.39475237932344","2.67197034041648","-1.80045000177043","-3.25794109501621","1.24526425733148","0.992450745719012","-3.2319106405226","-1.21950183979621","3.27902164193507","4.85444230115995","0.113644342114497","-5.13533988577697","4.87406112450759","1.83171396600592","6.97068820816773","1.75992833256275","3.48601710593883",""
American Samoa,"Gini index","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
American Samoa,"Net official development assistance and official aid received (current US$)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
American Samoa,"Population growth (annual %)","3.25193894169625","2.42548818245314","2.19247704168662","2.1649800672888","2.15353086725101","2.10625731450315","2.03712292866293","1.95867378307471","1.82745478381229","1.73564082713864","1.09822902395737","0.16129866050102","-0.252358482783624","-0.406483620024703","-0.545139668053888","-0.647634575615904","-0.730998688583939","-0.801982747478947","-0.876432921866332","-0.943767847051186","-0.938173192497606","-0.987558296772346","-1.1462982343373","-1.30478202241628","-1.47894571116667","-1.63927018758043","-1.80723076890422","-1.97181874740715","-2.12293567392473","-2.30413869890523","-2.4212497099907","-2.53017092647207","-1.70649548061895",""
American Samoa,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","81.3000030517578","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
American Samoa,"Poverty gap at $2.15 a day (2017 PPP) (%)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
American Samoa,"General government final consumption expenditure (current US$)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
American Samoa,"Political Stability and Absence of Violence/Terrorism: Estimate","","","","","","","","","","","","","","","0.7369264960289","0.746284067630768","0.703987658023834","0.967931151390076","0.984463036060333","0.945724666118622","0.919146716594696","0.933990180492401","0.952990829944611","0.928985774517059","1.08068346977234","1.15167808532715","1.15855598449707","1.18432199954987","1.16608023643494","1.14571797847748","1.09160161018372","1.06857633590698","1.12885904312134",""
American Samoa,"Control of Corruption: Estimate","","","","","","","","","","","","","","","0.791444957256317","0.789309144020081","0.299861043691635","0.30806240439415","0.317555278539658","0.347466081380844","0.328756839036942","0.310445874929428","0.29941114783287","0.303055047988892","1.22070860862732","1.15181076526642","1.15955591201782","1.76215100288391","1.78090953826904","1.78070986270905","1.26600527763367","1.2798718214035","1.27020359039307",""
American Samoa,"Ease of doing business score (0 = lowest performance to 100 = best performance)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
American Samoa,"Central government debt, total (% of GDP)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
American Samoa,"Mortality rate, infant (per 1,000 live births)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Andorra,"GDP per capita growth (annual %)","0.0423206245897916","-0.90401445386901","-2.32861318191536","-4.16503009521114","-0.771998475101711","-0.330383518168347","2.6610559320218","8.16554774255292","2.39691998648581","3.35545744566453","2.8360535398907","5.37253298925349","0.0767023575421746","4.19683709369501","3.88238377731496","1.57804021890526","4.29262143453559","4.22037542039897","-2.93538202686689","-2.47803707231481","1.2226877027027","1.34089389241103","-5.57125554315211","-4.02602703426984","2.14093898224779","1.25741601269149","2.57450458774666","-1.41657902035861","-0.00387029555736262","0.238296569502523","-12.7350775611172","6.45944053180018","7.73271565222045",""
Andorra,"Gini index","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Andorra,"Net official development assistance and official aid received (current US$)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Andorra,"Population growth (annual %)","3.66933415966991","3.42225813624854","3.28107716659174","3.21741267219422","3.13022153642647","3.05109780206663","1.9186108885048","0.830563111583877","0.776176625940364","0.716903736122423","0.670960073758389","2.57337766489402","4.36937150135481","4.2256694355319","4.01273671344563","3.69143527252581","0.493606005740852","-2.59249693414403","-2.74035938783357","-2.93936722302096","-3.20999418688968","-1.34005355374823","0.630034574524577","0.497261875887559","0.355274942185653","0.174377690367456","1.10060298979862","1.77218271287863","1.58014708656145","1.75749125736997","1.76189129507448","1.70228822534561","0.994607149162366",""
Andorra,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","","","","","","","","","","","","","","","","","","","","","","","","","72.8445892333984","72.5006103515625","72.3267669677734","","","","","","83.1584167480469",""
Andorra,"Poverty gap at $2.15 a day (2017 PPP) (%)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Andorra,"General government final consumption expenditure (current US$)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Andorra,"Political Stability and Absence of Violence/Terrorism: Estimate","","","","","","","1.16952216625214","","1.18287515640259","","1.16698145866394","","1.28276693820953","1.46513116359711","1.40210604667664","1.38492727279663","1.34965407848358","1.34201574325562","1.33847212791443","1.29713952541351","1.27827215194702","1.30248832702637","1.29035115242004","1.28392601013184","1.28659331798553","1.36598539352417","1.38275027275085","1.39288794994354","1.39100873470306","1.57721149921417","1.58857178688049","1.58106744289398","1.58773648738861",""
Andorra,"Control of Corruption: Estimate","","","","","","","1.31814324855804","","1.33475875854492","","1.31340384483337","","1.31074380874634","1.33278954029083","1.11915028095245","1.26966309547424","1.25131320953369","1.26187098026276","1.27677536010742","1.3177649974823","1.30177271366119","1.27229809761047","1.26053082942963","1.25354850292206","1.22070860862732","1.15181076526642","1.15955591201782","1.17175841331482","1.17916560173035","1.17659223079681","1.26600527763367","1.2798718214035","1.27020359039307",""
Andorra,"Ease of doing business score (0 = lowest performance to 100 = best performance)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Andorra,"Central government debt, total (% of GDP)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Andorra,"Mortality rate, infant (per 1,000 live births)","9.1","8.9","8.7","8.4","8.1","7.9","7.6","7.3","7","6.8","6.5","6.3","6","5.8","5.6","5.4","5.1","4.9","4.6","4.4","4.2","4","3.9","3.7","3.5","3.3","3.2","3","2.9","2.8","2.7","2.6","",""
Angola,"GDP per capita growth (annual %)","-6.62640931330293","-2.31250177865971","-8.84829361715117","-26.3491236736712","-1.85062104574317","11.2784223654184","9.82545782161561","3.75551939227412","1.31392610614915","-1.06272488645489","-0.234945632722756","0.838227322043267","9.93730724887301","-0.466060748026067","7.12707656082286","11.0095655732264","7.61421920316513","9.93510870721505","7.16304601212539","-2.79728998355418","0.571220941127223","-0.345062435335691","4.53805378017384","1.10633103462652","1.03072911796671","-2.64297533030704","-6.01189077751143","-3.63069503801748","-4.67666958432599","-4.01711416103254","-8.67243212911843","-1.95459800636894","-0.096754729759283",""
Angola,"Gini index","","","","","","","","","","","52","","","","","","","","42.7","","","","","","","","","","51.3","","","","",""
Angola,"Net official development assistance and official aid received (current US$)","265769989.013672","277079986.572266","343589996.337891","289390014.648438","447070007.324219","416420013.427734","459309997.558594","354660003.662109","335269989.013672","387540008.544922","302209991.455078","282730010.986328","414029998.779297","493500000","1144569946.28906","414679992.675781","163520004.272461","219910003.662109","346589996.337891","218600006.103516","235169998.168945","192940002.441406","243610000.610352","285540008.544922","235389999.389648","380059997.558594","206509994.506836","223139999.389648","162639999.389648","20920000.0762939","111360000.610352","247160003.662109","97480003.3569336",""
Angola,"Population growth (annual %)","3.34514364694209","3.32613717425745","3.24885002280732","3.16154666755438","3.1984325378482","3.28967582614934","3.33013249836537","3.33515378152671","3.27906774761554","3.22644785271891","3.24412146672851","3.28521723299089","3.33513160843876","3.41332121240757","3.50638882370405","3.55765898910381","3.5920133134417","3.63958930439587","3.67090920225351","3.69348247645612","3.73479765843852","3.75879638504539","3.75870252194126","3.73552542857565","3.68442896683492","3.61767751762095","3.58621100683242","3.5509866361995","3.46445698360985","3.39527779197097","3.26834840458456","3.16602986153025","3.09675267067326",""
Angola,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","","","","","","","","","","","","","","","","","","","","","","","","","28.923469543457","27.9697608947754","","","","","","","",""
Angola,"Poverty gap at $2.15 a day (2017 PPP) (%)","","","","","","","","","","","9.1","","","","","","","","4","","","","","","","","","","11.9","","","","",""
Angola,"General government final consumption expenditure (current US$)","","","","","","","","","","","","","2924222275.46479","3892834744.10267","3370785340.01645","5926079469.15776","8036151464.69895","10140400391.8578","14887432560.5801","13990138012.6021","14281396143.1816","20385821008.7321","22848012093.7317","28614294236.6624","24440928239.1765","14871125522.9895","7323673931.01118","9532425311.10962","8322096949.95421","6096413921.87055","4244062461.59393","4885331525.3759","7719373666.15627",""
Angola,"Political Stability and Absence of Violence/Terrorism: Estimate","","","","","","","-2.06191730499268","","-2.31805849075317","","-2.03817391395569","","-1.5761798620224","-1.0073858499527","-1.0631206035614","-0.885178327560425","-0.539453446865082","-0.666658759117126","-0.361787378787994","-0.34759184718132","-0.226182341575623","-0.369237810373306","-0.389322549104691","-0.39123347401619","-0.333232045173645","-0.50538581609726","-0.321580082178116","-0.38913482427597","-0.347750902175903","-0.370094686746597","-0.600726008415222","-0.709369480609894","-0.646240890026093",""
Angola,"Control of Corruption: Estimate","","","","","","","-1.1677018404007","","-1.1804506778717","","-1.197514295578","","-1.15549266338348","-1.33546328544617","-1.37756884098053","-1.32318198680878","-1.24103772640228","-1.30749356746674","-1.30876457691193","-1.39776611328125","-1.33247494697571","-1.36746907234192","-1.30240142345428","-1.33687472343445","-1.45779824256897","-1.42732346057892","-1.48333728313446","-1.44433307647705","-1.19925093650818","-1.05841791629791","-0.938672542572021","-0.651610195636749","-0.601941287517548",""
Angola,"Ease of doing business score (0 = lowest performance to 100 = best performance)","","","","","","","","","","","","","","","","","","","","","","","","","","37.57368","37.65132","39.00774","41.20205","41.28838","","","",""
Angola,"Central government debt, total (% of GDP)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Angola,"Mortality rate, infant (per 1,000 live births)","132","132","132.1","132.1","131.9","131.4","130.6","129.1","127.1","124.8","121.9","118.5","114.7","110.5","105.9","101","95.9","90.6","85.4","80.4","75.7","71.4","67.2","63.5","60.5","57.9","55.7","53.8","52","50.4","48.7","47.2","",""
Antigua and Barbuda,"GDP per capita growth (annual %)","3.51271910693892","1.68523697628969","-0.445128901918451","3.40085180029257","4.70769226256684","-6.2137232800938","4.46620012013024","3.36863333472164","2.77712157273105","1.95295711238069","4.45731128602851","-6.00079250324357","-0.255113806262059","4.88093230909389","4.60674122276865","5.23670908549624","11.2786589426306","7.8212534261979","-1.49759357737199","-13.2988680136123","-9.08917481882945","-3.12748110996196","0.345898657060502","-0.448561993612699","1.36499745689306","0.64998030083656","3.38365147656022","1.83923575708408","6.36137519410356","2.55090143294055","-19.3592520649756","7.54757506029713","8.88099661380551",""
Antigua and Barbuda,"Gini index","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Antigua and Barbuda,"Net official development assistance and official aid received (current US$)","4610000.1335144","7230000.01907349","4670000.07629395","3000000","4159999.84741211","2269999.98092651","3869999.88555908","4349999.90463257","9979999.54223633","10840000.1525879","9880000.11444092","8579999.92370605","13510000.2288818","5630000.11444092","1899999.97615814","8060000.4196167","3279999.97138977","4989999.77111816","6070000.17166138","4260000.22888184","19659999.8474121","15420000.0762939","2089999.91416931","1590000.0333786","2549999.95231628","1490000.00953674","180000.007152557","10300000.1907349","17600000.3814697","27450000.7629395","25940000.5340576","6139999.8664856","",""
Antigua and Barbuda,"Population growth (annual %)","-0.485177852283798","0.4820349277923","1.59793879677082","1.80091155382854","1.86302470544504","1.95769151764103","2.02617716277517","2.01402393932023","1.88335770520301","1.7064071466556","1.65779341376666","1.53371156016655","1.27763943800851","1.13352150752522","1.10308348343215","1.16870545018922","1.27642249519442","1.37623327243605","1.49457906187611","1.5293679498773","1.3640660545341","1.19938337496143","1.0837075607137","0.934326293295174","0.831589247616481","0.786935419380774","0.690288328652049","0.6109561448905","0.554872965946274","0.534443400511753","0.592053942582792","0.597151594527623","0.581875832853236",""
Antigua and Barbuda,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Antigua and Barbuda,"Poverty gap at $2.15 a day (2017 PPP) (%)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Antigua and Barbuda,"General government final consumption expenditure (current US$)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Antigua and Barbuda,"Political Stability and Absence of Violence/Terrorism: Estimate","","","","","","","0.717076897621155","","0.728511989116669","","0.713235020637512","","0.792559921741486","0.865690112113953","1.08463561534882","0.830512523651123","0.799820721149445","0.802670180797577","0.81389182806015","0.721793532371521","0.904999375343323","0.957588255405426","0.975788056850433","0.958863377571106","0.984550714492798","0.987564265727997","0.859249651432037","0.732059717178345","0.822919726371765","0.937967896461487","0.929504930973053","0.949530005455017","0.94386225938797",""
Antigua and Barbuda,"Control of Corruption: Estimate","","","","","","","0.869897186756134","","0.883366405963898","","0.861537575721741","","0.85021036863327","0.854120075702667","0.839856028556824","0.742446184158325","1.11961627006531","1.14696705341339","1.27677536010742","1.3177649974823","1.30177271366119","1.27229809761047","1.26053082942963","1.25354850292206","0.634897768497467","0.642890870571136","0.645558714866638","0.197805091738701","0.236239701509476","0.239498108625412","0.238533273339272","0.231979250907898","0.310604453086853",""
Antigua and Barbuda,"Ease of doing business score (0 = lowest performance to 100 = best performance)","","","","","","","","","","","","","","","","","","","","","","","","","","59.23927","58.80632","59.79669","59.85514","60.28342","","","",""
Antigua and Barbuda,"Central government debt, total (% of GDP)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Antigua and Barbuda,"Mortality rate, infant (per 1,000 live births)","11.1","11.4","11.7","12","12.4","12.6","12.8","12.9","12.9","12.8","12.6","12.3","11.9","11.5","11.1","10.6","10.1","9.7","9.2","8.8","8.3","7.9","7.5","7.1","6.8","6.5","6.2","6","5.7","5.5","5.3","5.2","",""
Argentina,"GDP per capita growth (annual %)","-3.87738988305726","7.58999966385119","6.45007313090611","6.74749737225402","4.42012078486435","-4.11688080061714","4.20496731858427","6.82332109239341","2.65434759734458","-4.49211212893599","-1.90698749835167","-5.45379697848054","-11.8459503938227","7.71922963663721","7.92815705080419","7.73249699851691","6.93498173764449","7.91621057164458","3.02978540664043","-6.86795522506981","9.84429639847724","4.78868313859435","-2.14528444981812","1.26568517537076","-3.57858050983289","1.62966427946263","-3.11006389821465","1.75764818265694","-3.60160975657155","-2.96956249866219","-10.7702732277494","9.67392093465429","3.98913108450517",""
Argentina,"Gini index","","46.8","45.5","44.9","45.9","48.9","49.5","49.1","50.7","49.8","51.1","53.3","53.8","51","48.5","47.8","46.4","46.3","45","43.8","43.7","42.7","41.4","41.1","41.8","","42.3","41.4","41.7","43.3","42.7","42.4","40.7",""
